Essay Number,Organization,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Prompt,essay,n_score
SPM01012,3.5,2.5,,,,,Most university degrees are theoretical and do not prepare students for the real world. They are therefore of very little value,"
It is easy enough to make broad generalisations about the mistakes in the present-day education system at universities, but in reality the issue is an extremely complex one. How prepared are the students when they finish their degree at university.? Do they receive a practical or a theoretical preparation in their years at university.? Are they prepared to face the real world once they've got a degree under their arms.?...This brings us to the question whether the university system should change.
Since we are children, we are said that the most important thing in life is education. It doesn't matter how much effort we have to put in it and how much work we have to do to achieve the so wanted degree but we should go for it, then as anyone living in a competitive society where only the best ones get what they are fighting for, we believe in those claims and assume our role as students, as people fighting for that ""valuable status"" you get when leaving university, and that it will help you to live a better life. But is this completely true.? Until what point the fact of being a graduate student means that we are well prepared, that we are more qualified to do a job than other person who did not have the opportunity of attending university.? On the other hand, that person probably has more practical experience than the one we've got. And why.? we can wonder... simply because while we were cramming for years they already had a post in which they had been acquiring practical knowledges.
To illustrate the truth of this, one has only to mention people's dissapointment when realizing how little value has the time spent at university. A recent newspaper article claimed that a very high percent of graduate students believe that they know nothing about what they have been taught in their years in the campus, and, more and more of them are joining postgraduate courses in order to extend their lives as students and avoid, doing this, the terrible moment of looking for a job within a society where unemployment is increasing everyday - which brings us to another side of the question: Is our attitude as passive students the correct one.?
It is undoubtedly true that things could improve, that a solution should be found so as to fix a balance between the theoretical knowledges and the practical ones that we acquire at university. One might reasonably suppose that practical courses at university would help a lot to attenuate this unbalance and to strengthen the validity of the system.
My personal opinion of this argument is that as the tittle says most university degrees are theoretical and of very little value. There are exceptions, of course, such as the great majority of private institutions which give to their students the opportunity of putting into practice the knowledges they receive by supplying them professional training in different firms...but What about the rest of the people who cannot afford going to these kind of centres.? Are they going to have equality of opportunity.? Probably, they are not.
The key to this whole problem must surely be the development of a new educational system which without leaving the acquisition of theoretical knowledges apart would pay more attention to the decisive importance of a good practical training of the students.
",0.8333333333333333
SPM01013,3.0,3.0,,,,,"In the words of the old song: ""Money is the root of all evil""","
The clich that ""money is the root of all evil' has become in human history much more than a saying picked up by chance from an old song, but a reality which even more noticeable in modern times.
Money is generally regarded as a priceless key to unlock the slammed-shut doors which one encounters in daily life. Hence there is nothing that materialistic people would not be willing to do to obtain it. There exist positive means of earning money; working with endurance, integrity and good motivation seem to be the most worthy. Nevertheless exist other means of obtaining it which are not so honorable, but quicker. These means have become prominent in present day society.
These days society is evidently led by tendencies of consumption unknown before. During the Roman Empire, the Middle Ages and The lndustrial Revolution for instance, the boundaries between classes were completly separated and only a few fortunate members of the groups in power were aware of and could enjoy the delights wealthiness could provide. Today the means of communication transmit the excelencies of a glamorous world to those who find it hard to make ends meet. Hence the phrases ' I own"", 'I possess"" are becoming the guiding lights of a broad sector of society.
It is an unknown fact that to own and to posses one has to buy and that requires money. How does one find money? It is precisely at this point that evil is likely to make its apperance onto the stage especially because the cycle of money dictates that when money enters the hands of one it leaves the pocket of another. The trick is how to convince others to let loose their pockets. Even with in the limits of the legal methods of finding money there exist hidden tactics to seize the money of others. For instance, marketing is a means of making a piece of merchandise look wonderful and absolutely necessary for our existence, when the truth is the contrary. Are these methods of using propaganda in adverdsing to sell at all cost absolutely legal?.
However publicity and marketing are minor ""crimes"" when compared to violence, death, war, deprivation of human rights and other horrors which are aimed at the attainment of money, it seems that the value of human life diminishes as the value of money increases.It is then that homo lupu homini est may be applied to the definition of human behaviour. At this disgraceful view of human nature, man's blood stained hands rise proudly showing their ignominious award.
Nonetheless, it may be adduced that not always behind a violent act is an uncontainable lust for the acquisition of money or power. It may be alleged that nonmaterialistic ideological motives can prompt persons to get engaged in actions which endanger other people's basic rights even that of life. However, how many of those people do not conduct themselves by an ideal, but are subtly manipulated by the desires to accomplish the aims of an economical gain?.
In spite of all the vile acts and corruption which surround the world of money, it would be unfair not to acknowledge the altruistic purposes which lead some individuals or organisations to put their or other's money at the service of the needy ones.
These non-profit organisations are the most outstanding proof of the praisable actions which can be carried out thanks to money. Money can help to mitigate manu disabilities, calamities and much suffering where its lack is source of a continuous state of misfortune and afliction.
In conclusion, it must be taken into consideration that although the allure of money compells human beings to do wrong beyond any limits, in the long term money is neither good or bad itself but persons and their actions determine the role money play in the world.
",0.6666666666666667
SPM01016,3.0,,,,,,Feminists have done more harm to the cause of women than good,"
Feminist and feminism are words which have been used in a pejorative way; they have been used as synonyms of mannish women, and it is not true.
If one looks back in former times, or even nowadays, one can find many situations, actions, and details which show how women were and are still being exploited, ill-treated and underestimated. Women are 2nd class citizens, and that is why ""we must put up with anything, and what is more, we must be grateful to this manly society which permits us to do all the work that is rejected by men"".
In the Middle Ages, women were decorative ornaments to be shown and made use of. They had neither opinion nor mind, but men were completely wrong. Although women were not asked, they gave some answers, and it was thank to the help of feminists that women have reached some rights.
I do not think feminists have done more harm to the cause of women than good, but I think male chauvinists have done it.
Men were who said the rules, who had the money, and the political power.
... and women had nothing (no money, no rights .....). Suddenly, women found out that they were ""human beings"", that they could be as intelligent, enterprising and capable as men. Women wanted to wear jeans and to show that they were worthy of respect (they asked for an opportunity to get what was a right). Feminists fought, and they were despised, but some important triumphs were obtained such as: the voting right, their independence ....Feminists opened women's eyes to something which we have been prevented from. Since then, many women are following their example, although there are still many difficulties.
A distinction between radical feminists and 'feminists' ought to be made. Radical feminists push men away. Men are women's fiends and women want to demonstrate that we are exactly the same as they are.
I consider myself a feminist; I believe in women and in our rights, and I would like to be considered as capable as a man, but it does not mean that men and women are totally ""equal"" . Our nature is different, as well as our physical characteristics (We are complementary opposites), but in relation to our mental capacities no distinction ought to be made, being considered equal to men, it is the least one can expect. Nowadays, many women have finished their ""fight"" because they believe women have obtained the bulk of the aims, but it is not enough.
Many other women like being treated in the old manner, they like being ""protected and spoiled"" by their husbands, and they can not understand the way in which feminists act.
To sum up, feminists have fought and sacrificed many things in order to provide us with a better way of living, and it seems to me that it would not be fair if we accused them of having done harm to us. Women's lack of decision, our cowardness, and our malleability have done a lot of damage to the cause of women, as well as the masculine mind which governs our society.
",0.6666666666666667
SPM01017,4.0,3.0,,,,,"Some people say that in our modern world, dominated by science and technology and industrialisation, there is no longer a place for dreaming and imagination. What is your opinion?","
Two very basic ideologies lie behind tha History of Humankind. It is the struggle between the two of them which makes our society evolve creating, this way, our history. These two ideologies are ""the Progressive"" and ""the Traditionalists"". There is of course, a whole range of possibilities between them, but all moving within the espectrum of what we could characterise + traditionalist.
During the current century, technological advances have been so atonishing that the ""slow"" traditionalists have been struck with so many new gadgets and goods. So much is this the case that their idea of keeping a ""moderate"" pace in their motion and evolution has been utterly impossible.
Life has become a kind of race in which the human mind is battered with images and ideas at such speed that assimilation seems hard to believe. The mind has no time for its own, and , this way, no self ideas are created. Logically, no imagination or dreams are produced by those brains overflooded by external data. I believe this to be the logical succession of ideas in the minds of those traditionalists, who attack technological advances, which are beyond their level of understanding due to the quick development of science in the present century.
Allow me first to consider the definition of imagination, and then I will be in a position to proof them right or wrong. The first thing I read in my dictionary when looking at the word imagination is: ""The ability that you have to think of and form pictures or ideas in your mind of things that are very different, interesting, exciting"". *
How does a scientist come up with an invention without the use of imagination? Are not all unbelievable advances (computers, chips, spaceships,...) products of somebody's imagination? Is not, in fact, the XXth century tha moment of History in which more advances have taken place and more discoveries have been made, in comparison with the rate in which the past proceeded? I can only think that people who believe in the lost of imagination due to our technological world are not considering the very evolution of our society as a product itself of our collective and individual imagination.
* Collins Cobuild English Language Dictionary (1987), William Collins Sons and Co. Ltd.
Permit me to forget about this conception of imagination and think of it only as a synonym of dream: a dream is ""an imaginery series of events that you experience in your mind (while you are asleep)""**, reads the dictionary. And then it classifies it as a near synonym of unreality (the parenthesis within the definition are mine, considering that nowadays the fact of dreaming while awake has become part of our schema for ""dream""). And what are the artistic manifestations but the attempt to evoke those dreams, to express those fictitious ideas that wander in the mind of the artist?
Let us compare, then, the amount of artists and movements within the different dimensions of art (literary, musical, pictorial, ...) that existed in the previous centuries with those that occur now, in the current century. Only with a superficial glance at the gallery of main artists of our times can we outnumber the ones of previous centuries. Is that a sign of this ""lack"" of imagination? Who are they but the emblems of imagination? All unique, sigular, exclusive,... all human, in fact. For, what are all of us, each of us who walk about the world, but individual warriors og imagination who defend it scrupulously every second of our lives!
'It is imagination a very distinctive feature of the human': this idea rattles in my mind continuously. I look for my dictionary again and search for human, humankind, mankind,... but no account of imagination is taken. And I hear a cry in my mind, a claim that says that we are nothing but imagination.
",1.0
SPM01018,3.5,3.0,,,,,"Some people say that in our modern world, dominated by science and technology and industrialisation, there is no longer a place for dreaming and imagination. What is your opinion?","
Imagination is the force that makes us blossom like flower buds. I an convinced of it and , what is more, nobody would disagree if they stopped to think about it. Dreams are the instruments of imagination, through them we begin to give shape to all the formless ideas that wander in our brain.
These are such poetic notions that everybody will laugh at them, no doubt of it. Or maybe nearly everybody, since it is generally considered that imagination and dreams have definitively come to an end and , what is worse, it does not seem to be of any importance to those who consider it to be true.
And why have we come to such a conclusion? Materialism is the key word. It cannot be denied that many of us consider worthless what is not useful, or at least, what we believe to be so. The answer to the question "" what is imagination for?"" has not got a strightforward reply. Only if we reflect on it carefully we realise that the most brilliant human achievements are based on it : men dreamed of planes before thay could fly on them. No matter how much knowledge we have about something, if we do not manage to put it to good use, we will not be able to make it work. And this can pnly be achieved through imagination.
To think is to live and to dream is to be human. Imagination cannot be regarded as essential only because of its inmediate beneficial effects but because of its ""inner"" self as well. Scientists are not certain about animals but we are sure to be able to make up undiscovered worlds never visited only closing our eyes and setting our mind in motion. This faculty cannot be undervaluated since it permits us something as simple as to be on the watch, taking it for granted that sooner or later new things will arrive and we must be prepared to face them. Imagination does not let people rest on their laurels: it foretells them what is still to come.
Imagination is not only attached to the scientific environment but also to the artistic one. What would it be of cinema, literature and art in general without it ? This side of our lives cannot be dismissed. To create art is to communicate messages that could not be expressed in any other way. And most of the times we forget that behind the great novel or the marvellous symphony that have bewitched us, imagination has played a main part.
The role of imagination has been clarified, when to make use of it is something to be pursued at any time or place. Nowadays we are much more worried about looking ahead than inside us. In doing so, we lack a sense of perspective that once lost is not easy to recover. Imagination and material development fit well with each other only if we manage to handle them accurately. The fact that the latter tends to eliminate the former has nothing to do with them but with our stubborn obsession of turning everything upside down.
",0.8333333333333333
SPM02002,3.5,1.5,,,,,"In the words of the old song: ""Money is the root of all evil""","
For beginning, we can sy that this phrase (""Money is the root of all evil"") has much to do with the reality and the society in which we live.
Currently, we can get news such as that one in which members of a family quarrelled because of prize money won in football pools; one of the members promised to share his prize but at the end he didn't.
In other cases, a lot of people have lost all their possessions because of their anxiety to play. They have problems with their families, friends and at work. So they need help to feel that play is not the most important thing in this life.
Nowadays, the lives of professionals such as stockbrokers are completely centred on money, so, they aren't interested in things like humanity, and envy is one of their problems. Stockbrokers are men with no scruples and their obsession is to get whatever they want although it means that the lives of other people are destroyed. And also there is a feeling that the values society places upon a person's work have become odd. However, there is one fundamental point to be said in favour of the stockbrokers and their contemporaries in other professions. They have done no more than go out and try to better themselves by hard work.
Money means power and everybody is trying to get enough money to feel that he has a consolidated position in which he has not many problems. This is no bad. But the problem emerges when we put money over virtues such as respect for the others.
We know that money is necessary in our society but that doesn't mean that money has to be the centre of all our desires and projects. This is an easy way of saying it but the reality is very different. Society makes the members of it to follow all its commands. We don't try to say that from this moment we don't have to earn money, but a clear statement is: money doesn't always bring happiness. Here, some people would say that money helps to get it. It's true, we can't live without money. Thus, we have to use money to make our lives easier but not to put down other people.
In conclusion, we can say that men has much to do with many problems that we find in our society but envy is an important part of them. We have to try to feel satisfied with our possessions although they could better. That doesn't means that we don't have wishes and hopes to improve them, that it is associated with our personal improvement and this aspect it is very important in our lives and what we expect from them. So we need to value our posibilities to know where we can get and not to fall in the wrong feeling that everything is possible with money (here we can think about the film ""Indecent proposition"").
",0.8333333333333333
SPM02003,2.0,2.0,,,,,"Some people say that in our modern world, dominated by science and technology and industrialisation, there is no longer a place for dreaming and imagination. What is your opinion?","
Hnderlich said once that ""man is a God while dreaming and a beggar while reflecting"".
Thanks to dreaming and reflection, thanks to imagination and science, has man been able to make progress and discover unlimited possibilities.
While dreaming and reflection were joined, while imagination and science were just one, there were no beggars, there were only gods looking for progress: the aim was to improve, trying to find out how far we could get, and being the new discoveries of great service to mankind.
The first human gods started imagining the fire; they imagined techniques in order to get everything easier; they imagined unthinkable ways of transport and even they came to imagine the conquest of the unknown space.
But all this had been imposible without the help of science, both worked together and mankind developed in such a way that everything seemed possible.
However there was a moment in that way where imagination and reflection split up, and then, for the first time, beggars appeared.
Those who used to imagined, still considered man as their main end, while those that were used to reflecting, forgot that technique and technology ahould also have in mind human being as their only goal. This was also the moment when such beggars were absorved by their own progress.
The way changed the direction and focused on power, money and submission.
Now each of us is obliged to choose one of these two ways. Some continued to risk their lives following the way of dreaming, and what they found was a winding path full of obstacles and drawbacks, a way in loneliness that not everyone is able to finish.
Others chose the materialistic way, having the support of the vast majority, where everything is easier because a lot of people still think that the majority must be always right.
The two ways became so separated that occasionally the new improvements are not made for man but against him, and then the question would not be where imagination is, but where human being is.
Beggars of reflection have power and often they use it in such a wrong way that make Gods of imagination become slaves or just disappear.
These words do not intend to be an absurd apology of imagination against technology because both are necessary and we can not go without any of them, but it would be good to think about the necessity of joining imagination and technology again.
Even students, as part of society, have on their hands the duty of abolishing labels: At present, degrees related to science are synonym of future, while those related to Art and Humanities are considered a waste of time, even worse, something completely useless for society.
To such extent has this division became important that the own rules of society make young people decide their future based on false ideologies which quite often involve deception and failure.
All of us have forgotten that the most important part of ourselves is something that Maths can not calculate, it is the place where technology is forbidden and feelings have nothing to do with rules and rational explanations.
Fortunately there are still awake dreamers that forget materialism because the only thing they want is to enjoy life, trying to understand its meaning, there are also poets who find magic in a sunset, or in a flower or even in something so unfashionable as love.
Probably between the thick smoke from the chimeneys of progress, each of us dreams with the real meaning of life following the way of gods, which can only be reached in loneliness and through imagination.
",0.3333333333333333
SPM02004,2.5,2.0,2.5,,,,"In the words of the old song: ""Money is the root of all evil""","
Money is necessary in order to live in our modern society. It is obvious. Commerce and Economy are based upon money.
When people have little money, this money is more likely to be spent in primary needs (just to eat,dress; That's to say ""to live"").
The other way round can occur when money is easily obtained. I mean, when a person is rich from his birth.
I think that money gained without much effort is possibly to be spent inadequately. In these cases,money turns out to have little value, and rich people can often appear as money-slaves. These people may create some needs that don't really exist. And this is a closed circle in which they have to consume more and more, but without feeling pleasure in this consumerism.
Money can also be a vice. The one who has money wants more and more, and no-one is happy with what he-she has.
Money is not bad in itself. But the way one uses it can make noney appear as dangerous. Money is behind the majority of murders, assassinations, robberies,assaults...
Rich Nations-poor Nations: And here it comes the exploitation. It is a serious problem. Money is in between too.
This exploitation is specially dramatic when it has to do with children. There are lots of children without hope.
Within every poor country, there are a few people, mainly the Governors, who are very rich, while the rest of the country is dying because of staruation, lack of water, diseases such as diarrhea and deshidration, due to contaminated food and water. Measles and tetanus,along with diphtheria, whooping cough, polio and other diseases, are preventable through immunization, again relatiuely cheap.
Countries spend great amounts of money on military expenditures and, at the same time, people live at or below the poverty line.
If this trend continues, millions of children will die, most of them unnecessarily, of illness or famine, or malnutrition.
There is a neglection by Governments, more preoccupied with politics, guns and national debt, and they doesn't care.
Some children, to escape from misery, have to work from a very early age. But the people uho employ them doesn't care. In some cases, the types of work these children are offered, are very risky ones.
The majority of them are low paid. They must work to stay alive. They have no option.
Drugs are also a very serious problem, and it is in some way, related to money as well. Drug adicts need money in order to buy drugs. And it's a great business for drug-dealers.
Experts note that passport and inmigration controls have never been very helpful in stopping drug-dealers.
Inmigration is due to lack of resources, lack of resources, lack of money as well. Poor people cross borders to escape from poverty. Although they know it can be risky, they take these big risks. For example, people from Cuba try to go to The United States by boat, and the same happens to people from Morocco trying to go to Spain by boat. Some of them die; others are taken back to their countries, and those who have better luck, succeed in their purpose.
They look for a better life, but it is not very easy. They'll find a lot of troubles and problems, specially at the beginning. Then, they'll get used to their new life, and things will go better for them.
",0.49999999999999994
SPM02007,3.5,2.5,,,,,"In his novel ""Animal Farm"" George Orwell wrote ""All men are equal but some are more equal than others"". How true is this today?","
As a matter of fact, it is still completely true.
Animal Farm was first published in August 1945, only fourty-nine years ago. It is a short period of time and men have not had enough time to change. To speak frankly, I think men have not changed since they appeared on Earth. It is true that a lot of time has passed since then. I cannot deny that human beings have evolved a great deal. New discoveries are made day after day. This can be easily proved only by looking back one generation: our parents did not have the same luxuries we have now. As we all know this has happened because our brain has improved a lot since the beginnig of times and this is excellent. We can be very proud of this, but if we are so progressive, so rational, Why are there still wars, murders, discrimination...?
In my opinion the problem is that our heart has not changed.
Men were, are and will be selfish, ambitious, anxious of power...( the list would be too long for this essay) But nowadays we think we are open to everybody without considering their differences...There are organizations whose work is to fight for the rights of the people, to avoid discrimination. But the results are really discouraging.
It is quite obvious that everyone is different: there are different nationalities, different colours, different religions, even different cvstoms in the same country, and if we are as rational as we think we are that would be considered something wonderful, admirable. Isn't it marvellous to live in a world where we can meet people with other ideas, opinions, cultures?. The cultural exchange can be very profitable for everybody.
This world would be boring if we were all the same without diverse colours, religions, customs, ideas. As I see it, it is impossible to discuss with anybody who has exactly the same ideas but of course some people could think that this way we all would be equal, but as I understand it all men are already equal, we are all human beings, different outside but equal inside.
But that is not what I see everyday. The reality is that some men always try to dominate, control other men who are not so strong, so powerful. As the song says:"" Everybody wants to rule the world"". And that can be good for animals. Among them there are always the strongest ones who survive and the weakest ones who are eliminated because there is not a place for weakness. But we are rational animals, we can think, or at least that is what we are told everyday, and we should know that our duty is to protect the ones who are too weak to defend themselves, but this is too easy to forget when we try to get something and there is somebody between what we want and us.
It is always us, us, and us; well, we think about the others when we can manipulate them and then throw them away.
As the world is organized today there is not a place for equality; but it is not a new problem. Men have never been equal. It is something inherent to men to underestimate the others. There have always been some who ordered and some who obeyed and as this system works perfectly. Why are we going to change it?
But even if some people like the society we live in, the number of people who wants to find a new system where everybody could be equal is increasing everyday but it is very complicated to change a way of thinking that has always triumphed and even so I know some day all men will be equal. I hope it will be soon.
",0.8333333333333333
SPM02008,2.5,2.0,,,,,All armies should consist entirely of professional soldiers: there is no value in a system of military service,"
The Army is a hierarchical organization of armed men with the capacity of holding a invader, leading the war on the outside of their countries and maintaining the order inside. Over the centuries, the importance and the structure of the Army have reflected the geographical position, wealth and the technical development of the nations.
Nowadays, borders has been set and countries have entered in a dynamic of economic unity, leaving all the armies in a second place. Therefore, the number of their members, their usefulness and the development of their duties have been changing in order to comply with the new neccesities.
Armament has been developed enormously and the military tactics have changed. Moreover, fortunately wars among nations have been conspicuous by their absence, and these countries even have joined their forces by creating great military groups, like the `Blue Helmets', in order to defend common interests.
So there is no sense in the idea of a large army due to the lack of utility. Specialization and reduction of soldiers have been made necessary. Governments are tending to form professional armies.
U.S.A. was one of the first pioneers in this objective, and has demonstrated, like in the Gulf War, that the most important things to win are to dispose of the most advanced armament and highly qualified soldiers.
In 1973 the american army carried forward a change in its system of military service. Firstly it would be replaced it by a selective service - professions considered the most useful to the society, the most qualified students... were excused from doing the military service. Later, a system of volunteers was established. This also has worked in G.B. and Canada alike.
Spain and France tender, although in a slow way, to the creation of this system. At the moment they follow a mixed system of compulsory and voluntary recruitment.
I consider the disappear of the compulsory military service the only way to bring about a professional army. Not only does today`s youth lose a school or labour year in the complete development of their economic future, but quarters are also a waste of money, since soldiers do not make anything productive.
The Army does not have enough economic resources in order to give a satisfactory military education and training for so many people. Furthermore, the majority of soldiers have no interest in becoming a good soldier. They are only there because it is an obligation.
In conclusion, a professional army is worth the trouble, since it is formed by soldiers full of excitement and eagerness that know what they want and what they are doing.
This also could be considered as another employment proposal for young people. The Army gives them the opportunity to study and learn a job. Then they finish their training, they are ready to vork in the Army and earn good wages.
In this way, the Army increases in quality. It will be able to demand it results.
",0.49999999999999994
SPM02011,3.0,3.0,2.0,2.5,,,Feminists have done more harm to the cause of women than good,"
Just a few words before...
When we speak about feminism we always get very different opinions, even among those who call themselves feminists. Some of these opinions can sometimes be controversial. Considering myself a non- archetypal feminist, my own opinions could happen to be a bit contradictory sometimes.
The examples I'll mention in this essay will be mainly referred to feminism in Spain and England, as I have more points of reference with regard to this two countries.
Talkinq about feminism.
One of the most important protest campaigns in Britain was the Suffragette Movement. At the beginning of this century women couldn't vote in British elections. The Suffragettes wanted to change this. We will never know how successful the Suffragettes were, because in 1914 the First World War started and the protests were stopped. During the war many men's jobs were done by women, because men were in the army. The war changed people's ideas about many things. When it ended in 1918 the vote was given to all men over twenty - one and to women over the age of thirty. A few years later it was given to all adults over the age of twenty-one.
There has been similar movements in other countries and women have been, little by little, gaining ground. But it's still true in some places that women have to carry on jobs which, historically, have always been asigned to males, like farming, working in the fields, etc, and have, at the same time, to do the housework, taking care of the kids, etc.
It's not only in the country that women have to develop these multiple roles. An average family nowadays consists on a ""he"", who, whether has or doesn't have a job, uses to let all the housework be done by ""her"", and occasionally gives a hand in enough simple tasks to keep his brain safe against headaches; and a ""she', who can sometimes stupidly assure, very proudly, she is a ""superwoman"", and therefore can afford all sacrifice and work twenty five hours a day, going to work, taking care of ""he"" and the kids, and showing everybody her shiny kitchen, and taking his time as well, to do the shopping, having coffee (or whatever) with her mates, and ocasionally having time to spend with a nice lover that offers her all that necessary things (???) that ""he"" can not give her.
This examples only come to show there is still a lot of work to be done, and what real feminists should try do do first is to change female's mind, and then do the same with the male's, 'cos there's no way we could change something unfair if we, women, are not the first ones who become aware of what is fair or not, and the only way of stopping them patronizing us, either considering us as fragile china miniatures, or simple ""bimbos"" (sexual objects whith an absolute lack of brains).
And that's why, in my opinion, the first feminists did a lot of good to the cause of women, getting for us at least to be considered as people (that is, animals with a brain able to think and decide, for instance, which politician would, in our opinion, do less harm to our country).
Feminism nowadays is another story, specially when talking about Spain. Objectives are not that clear, victories are not that convincing and there are some not too obvious points, like the abortion law, even for some who consider themselves as feminists. This law was a victory of feminism in England a long time ago. In fact, if that country advantages us in something, it is in showing consideration for women and respecting and even imposing women's rights, although it's still a long way off the day we will see thousand of us elected to ministers, to Parliament and the European Parliament, the day we won't suffer any kind of discrimination.
Anyway, although I don't think feminists are doing any harm to the cause of women, I do believe the kind of propaganda some feminist groups of them use to display is not effective at all. Each womann has to realise she can fight her particular battle on her own, not showing everybody how week they are and joining groups to get stronger.
",0.6666666666666667
SPM02013,2.0,3.0,,,,,"In his novel ""Animal Farm"" George Orwell wrote ""All men are equal but some are more equal than others"". How true is this today?","
When I readed ""Animal Farm"" a few years ago, I was moved by this sentence precisely: ""All men are equal: but some are more equal than others"". And nowadays, I think it's still totally true.
There are a lot of situations to which we can apply this assertion.
Let's think about some of them.
Let's think sbout the suffering of people in the 3rd world. They don't have covered even the most basic necessity: The food.
They are dying for starvation or lack of medicines while we consume and spend our money in superfluous things. They are dying while the ""1st world"" throw out their surplus to prevent the coming down of the prices and therefore to maintain their economy.
Why do we think that they are not equal to us?.
Let's think about the thousands of children who have to work in order to support their families: The little miners of Colombia, the children who work more than ten hours a day making carpets or crystal bracelets in India, the children who pick up saffron with their little hands during the night .
They haven't access to the education, and probably most of them will dye before they were 15 or 16, while the children of the manager who bought them, go to the university in Europe.
Why do we think that they are not equal to our children?.
Let's think also about the different races in the world.
People who were not white have been discriminated through the history: Black people, Indians, half-breed people, Orientals, Arabs, Gypsies etc,. And nowadays this discrimination is still going on.
Why do they have to live in ""guetos""?
Why don't they have access to the education in many cases?
We don't want them when they como to our countries running away from horrible situations, and we think they all are delinquents or criminals.
Why do we think that they are not equal to us?.
But we can find more of these examples nearer to us: 	Let's think about the homosexuals or lesbians. People who have to hide themselves because we think that we have the right to judge them.
We deny them the opportunity of being married or of having children. We despise and insult them.
Why do we think that they are not equal to us?
Let's think sbout the girls who are not considered like their brothers in many homes and about the women: workers, mothers and housewives who are the actual supporters of their families.
Women who have got their access to the working world, have to work out and inside their homes.
Many of these women who are prepared to hold responsibility posts, are beibg limited because of they are women.
There are women who are considered only as objects, who are violated and who are phisically and mentally ill-treated by their husbands in many cases.
Why do they think thsa we are not equal to them?.
The list would be neverending: Old people, drug adicts, people affected by AIDS, mentally or phisically handicapped people, homeless etc,.
People who are not considered as equal.
So, unfortunately, nowadays, George Orwell's sentence is probably truer than never. 	However, we have to hold the hope and to educate our children in the tolerance, in order to they can live in a better world in the future.
",0.3333333333333333
SPM02015,2.5,2.0,,,,,The prison system is outdated. No civilized society should punish its criminals: it should rehabilitate them,"
It's obvious that the governments of all the countries in the world have to defend people from all those those things that endanger not only their lives but also their possessions.
All through the history of mankind there have been several ways of punishing murderers and thieves, depending on the different cultures, races and religions of that specific group of people. But I am not going to talk about the past. What I am going to talk about is the fact that today, at the door of the 21st century, men haven't been able to find a humane way of solving this problem.
Nowadays, when a person is found guilty of murder or robbery, three things may happen to him/her: 	-be released from prison by paying bail.
-be sent to prison for a shorter or longer time.
-be killed (death penalty).
Of course, the third possibility is the least frequent, but it is sometimes carried out (more in some countries than in others) and, in my opinion, it shouldn't. It would be extremely risky to put someone to death because we can never be sure whether a person is completely guilty of a crime. I'd think of life inprisonment as a last resort, but trying to rehabilitate the criminal, not abandoning him/her in a locked room.
I read somewhere, I don't remember in which newspaper or book exactly, that some of the murderers who are killed on the electric chair in the U.S.A. are mentally ill. I prefer not to investigate whether it is true. I would get depressed.
We must neither punish murderers nor send them to prison. We are all responsible for the existence of crimes and robberies in the world and we are the only ones who have the power to turn murderers in human beings. If they kill because they are crazy, we will take them to a hospital to take care of them, not to the electric chair. If they kill because of political reasons, jealousy, longings for power of money, etc... we will have to rehabilitate them, not to punish them. Death penalty and life inprisonment will never reduce the number of crimes (I even think that the number would increase).
The only problem is that this way of dealing with criminals requires a lot of money and a big effort on the part of the society, but I think that both the expenses and the effort would be worth.
Apart from all this, I'd like to add that the current prison system we have in Spain makes rich people not to spend more than three nights in prison. They are usually released in a few days by paying bail. Let's remember how many days Mariano Rubio spent in prison.
Therefore, the society is letting people with a lot of economic power take advantage of a system that perhaps was created by themselves, and this means that the society is controlled by them, because unfortunately, the ones who have the money are the same as the ones who have the social, political and ideological power over the entire society.
In short, the current prison system is not only OUTDATED but also completely UNFAIR.
A fair distribution of goods and a higher level of civic education will undoubtedly make a much better world.
",0.49999999999999994
